source,line_hash,rank,milliseconds
news,28eb0c6c3f4ca7829380954075933745835cafad3213297117ae208557e3a2b4,1,0.580072402954102
news,116018768100217f6dd4602cbfe1bbc9f984a0995184125aaf534cc4e3c02ce6,0,0.58293342590332
news,74afef640a8ed3d4f81b202dd5c709962ff35e59d64611c6a3664e958bd2657b,0,0.612974166870117
news,fa5593f7c18481c876ea98d640194154c73a228e380bb0866da5c84f08192406,0,0.58293342590332
news,c45b0eff06db86efa4bafb956f1067864fd56b76b36070c495224c147bf4eafa,0,0.586032867431641
news,1ddbfc8f4c1accec06540a7fb736a07af895a1c94a91a5e9859d26c91c9d6966,0,0.547885894775391
news,6c3cad1556b7e83c07251cfa4de64c231d1ac17e5947bb5097ac3defb6a0647f,0,0.536918640136719
news,c34774d56b228e4fc9c4f199ade1c835628d0738134b7bee7d00c169e6c716b3,0,0.565052032470703
news,b7fc5d7c188768e544f34bfb6c778758335fe0c557d5aea0e9afa66e614d7441,0,0.566959381103516
news,5da581c2742ad2fcd1e8419d98b57e7f05b774ca3117e5e31379e4122555fc90,0,0.56910514831543
news,3716bd14c457d7c87865150d23fcfae71b98fe678b64bdfca1e916c6ba3d2967,0,0.576972961425781
news,6bb9d51f8283f9bc67d71f02e3550bfe3b4898a1926a6c28621b624fbdbc5e72,0,0.618934631347656
news,b37171009697f46f3e536bd1cd7b4f693bb79682e5bd19a4efee4a1ad47cf74a,2,0.579833984375
news,bdee0a11fda5eed2e0e46ef128d02422b536a091fa35255f6cf793b324f760f2,0,0.604867935180664
news,3dbcba6a0e5c5ff8c8b61723f7a238e47f19bdf87f30208a7e00e311a9ccef29,3,0.597953796386719
news,8c0fdc0b410bdac1604ab0393009f32bdcce20c061339f6695a3ae83322ccaea,0,0.597953796386719
news,5671840d29f8ed528fa0b588f190b94036a96e5c8f3df2b2d143182821db9a5c,0,0.579118728637695
news,7994ef125c9fa26c4ef445104acca367da1af670f36f62278bad67f2be0e5c2c,0,0.563144683837891
news,4e719bb5eda6c6c6b49c93102ecf609b160317b5b276bb4ae02d172eb1fa7755,0,0.545978546142578
news,cf6aefe72ec3b0a537a839b2c17d197c1babf6e73378f5c2524da5978ef3cf0e,0,0.563859939575195
news,774cf0d15caa1b45c16bd688a862c35fa6198d73b69a784b5f5ada6343c8f8f8,0,0.596046447753906
news,b3df094efdb01fd8c751037bf3bfa87d58cc6a009bb5fe59bd53d93e67848878,0,0.563144683837891
news,4e1595f4a4005b7f2b28df5c15e2e26a19db54562fdd2539825d32654605af3e,2,0.555038452148438
news,42b599e0bcf2d6a628c306cfaebd4343df6d6144bcd4b2d843612007f9c8e734,1,0.555038452148438
