source,line_hash,rank,milliseconds,candidate_count
blogs,cd672f6d7025d9ad0026cbba9bb3fe3ed6e71093ac88175f8ac2bc4e94f32a5a,1,165.08380000595935,74
blogs,ffffbefc9a109669ff1a3ad2756ffb1b534daee5f90fa1162e36b37538116f43,0,122.84149999322835,74
blogs,bf42c863d826b55a8070e1b8271fe6f2e04ddbc417207c1f1eb541701a91196f,1,120.51930000598077,76
blogs,d67f3e27829d44de0441ec7eed10ea7e2c56c932e9f84f5bd174bd098965c994,0,120.00530000659637,86
blogs,0989b5237eb48e59cad83dca5762b211d7ce5641230183f24ce883fe76205abd,1,119.52440001186915,80
blogs,5cd9b83ec4ed2b0d02e2007d2c0408dba6b5ac9fc94263f469660eb274c34f1b,17,118.17339999834076,82
blogs,dce1fad10ecb15835e20e771fa9582bbfa84509f2029a76bc26617a09e82b6b4,1,129.24099998781458,87
blogs,cf963c65aa4e6aec5caff27f73e21a65cd1c496deca38dead971f519caa4a10f,4,158.674999998766,71
blogs,eb9f5bb77c9a3c3e31f269b25b42f96b69b7430186e38f0867f9015ccaa73417,0,150.42839999659918,87
blogs,bd8985b74110ad26e2fc4ca3546ed2b4395d03a592c0585c2d7de7e26f1fab49,53,116.89380000461824,83
blogs,7cc50f2dcfa90fef70167174027dcc0a2745896138b6bca25927ca90a44949c9,13,124.73210001189727,92
blogs,1c5951e89a7e0d1267c533d6451876a1334d82fe301be34c567c2f0ab8d99491,1,120.24649999511894,82
blogs,b25f994e529814b9fdf2bb21c64f49575041399a9bbcac0b4eea0554023236f1,0,149.30570000433363,73
blogs,7a3925616ed56a8b85d5847676ae5aa6555e924f9eafdd9a0c743f1a2e30b300,0,109.87289999320637,81
blogs,7ed840123b75f79024bc8d1dc218fd0f321c243a4f61574d890d2d41b9ef8f5c,0,115.17889999959152,78
blogs,352c4a5237c0f7936acfceaf5fcb6ad851c1ec3bec851f002f8f2afc631ec909,0,118.89369999698829,77
blogs,d2060adc06b000c7a152cb9ebd9c97fc8482baccbb7d26a051b8c99ecedb0020,0,119.9818999884883,69
blogs,48a8a3b3ef24a02d736f34936f68558dd17258253c096871ec4c33fd0feda660,0,120.4652000014903,67
blogs,19d04f212bb0c9a83fc08d9844cccf7fa83000c4c8f5d5bf0bacd5a1bfdbcfe1,0,118.3413999970071,69
blogs,7cc7aa0a9cd8c2f9e0ad4e8bdde615c25d284ba8b1ce1e13bc16ad6ea987bf57,2,114.54059999960009,83
blogs,8af68e87d85431bd6bc7a862171855c16c0791857530d46d4dfec1deddc23696,0,122.90129999746569,73
blogs,f4f91a0016cfe63d6bc462744ca56478e36afc5c906dfa42905d004ead7ac90a,2,128.46530000388157,85
blogs,d5054b72c01dd6e1d22489654daa3ef8d380be567c39326fe54107968958b2e0,2,120.70759999915026,88
blogs,bb30fe263c00366818d0e6d06bfd8e9569b764d3ccb1384e3a002358c31381ae,1,202.4715000006836,82
blogs,d267074911573a6de4266cd018b5ff9d916c188df7e0bc04617ed99ed72e7548,1,111.35289999947418,75
blogs,289ecbb05bd1df116b388dfce818a704ce3b45504536e71478dbb35484478a89,1,116.15470000833739,89
blogs,27b71126ec92112afb54eb000137182029bfcd0ebc3d6dbd6cd6d9483e3a4234,0,109.27219998848159,69
blogs,ddede43370fa553ae2705c278f52107fabdba65412378756953c6d27913bcf0a,12,117.78719999711029,79
blogs,5918f37fca3c7089c9f83756790ef55fa02549c3383a53e67e7ec28401bb412b,3,141.51739999942947,81
blogs,2a2c45f7d25bf1f3be66a95a02a88f42d3b03e2016e5bce15e735cc9c26910a8,1,137.0617999928072,82
blogs,1b318a52a1fc587e9425cc21811759c771ea51381d41a018d6a4bd3d02cc45ae,1,116.23479999252595,77
blogs,580589c89a508ed2f4b1766886ba623bec667f18bbb282189b3d36ecd412209c,47,127.47989999479614,77
blogs,50b9d5391f73c1fe0c14b262ff5abeb64fa1e880491b3cdf9736900d8f29a7a3,1,116.93040000682231,77
blogs,929846bf043468a80ab4f13004e997e29b18248e39cd61f60c2f2483e82ae9d9,0,117.63779999455437,83
blogs,361aa83793b17e1cb64a7e78bebe2c9dde88d0751b7ef508242823501bf26cf1,2,117.76549999194685,79
blogs,0ec1f7437566873287fb4ce2337545d15b04fc9859d7c9df732eaf3828b639ff,1,156.3155000039842,73
blogs,8a408670d1fffe106c3249c50114ed0ee76b8aba4d1cea1ba97bbef380613c9a,2,123.12709999969229,86
blogs,d3aa691ddc018a6d5fadf674929c511806af19a69aa261d8c173c0ea587b5c3f,1,139.10990000294987,73
blogs,59d0f2409d827263bcda66b91fcabe32b1ef885a9550d6898df2a271a5ec034d,0,120.37989999225829,75
blogs,c49d87c5affe4e36ae34217c03e51abadf80293b674c00e50068902705ba16ca,0,113.09539999638218,87
blogs,769d17e744efc9f359f472b33b7eb105cfeacd41c8a520c02c0c4aadd552c805,4,126.86540000140667,86
blogs,14fc8df07a8d53d992cd72761a6265695f6c1fdeced1febb4fa01fc775b2777e,1,142.48949999455363,74
blogs,83a1203467cbe6489cac8a50d562ea477b423c9ebb81fd31272f9342e90ffc34,8,157.08390000509098,84
blogs,6d5ed27525ca9d74933058c30ac43026dc1e3f55835b8ebe864d70b14add954c,3,129.16409999888856,81
blogs,a84b2495026668563d2d2b80e26c295978500cb674de72c200fcd9aa5d99ab93,0,115.42590000317432,84
blogs,f388cd77a4ea5c2114bec4dec6f7757e3b4fbae9eb400d8097f0d77d02748e35,1,209.87729998887517,76
blogs,e950195b249e4732f401a15b796b714944447b9025203d3108daf112473e750e,0,109.59549999097362,82
blogs,5ddc58f751c00ce74fe573241d6f045e9a5c1e0e56b5d4d43fb3f7a0556007a1,0,115.37729999690782,87
blogs,3e691c6574767bc1494057f084358db0f018e395f8195813f147b4177033d5bf,0,169.37980000511743,91
blogs,50c3f1c845a617b0e1552789043c90e959d925ed130f6f05de05d4c07d96a2b7,1,126.32560000929516,80
blogs,4054deecb174f717e2fe6fe7bd4095a27d06200b8043af5b7d915eb985ef27a3,1,132.7986999967834,69
blogs,e7e127780d035bd0c76f2ac65a8d93edc08d0bd8ee5b7014ad0f28d53b615cdd,30,124.77409999701194,72
blogs,0999a671801d5c56c9233b675d4d7065e41fde5cde8dd4a5a64a1220029d3e22,4,129.2663999920478,79
blogs,67220dc16dbbefd83c149fb4bd803213d89492cd5fc9f6acec32669b8f0253fe,1,108.71340001176577,74
blogs,764597b8401ca8bd3f09abd8c82151731453da8f44bdc36f11bb4997b73165d2,0,118.48470001132227,75
blogs,75fbc187e71ed80033bdace43c3626ab186cb429aaca32b6f08c9b1b0b8444b6,2,125.52489999507088,74
blogs,cd15e561e7fc867b9c2e835e800154bd0be757e6d640fadc314f677476e5b7b5,0,109.98609999660403,86
blogs,ae8bf5c69965afe9d176327f89b31a40337814b960d80ae01bc968dd46cc3349,3,124.52830000256654,77
blogs,249ceba8002b87707e882c3b63b9feb25d5764164d7de7b50b6a4e442032994b,0,113.88350000197534,80
blogs,088086dcb5715f8edea12bf99b220bd79151ef92d8d5639b9ce6ff2af750aa3c,1,141.61299999977928,81
blogs,535e5a5dfe34014f1aa3060f920ac58e2b09d9acea67a8f520c8f578cbe60864,2,113.61770000075921,85
blogs,69d90146172c7597139af760c5db39978c46da358088125d8d8018e407866988,2,116.06040000333451,85
blogs,30a9f0776e80a74797c413ea192774c5b1e6e0e956f224b86e82f54713ec3e08,5,117.35820000467356,81
blogs,f90f6dbdc4c899da2381c21acdcbcba25e82f0028d37b93e8e9c2b37b334b20b,0,110.77169999771286,90
blogs,67a5c87095d7430d61a213350a487b0accdd17112ceed832ba93af6dc39b3e4d,1,110.10570000507869,82
blogs,eb7d4242ad15e73cca7b4e53af9564d1a63b6a510e7a56c218d37b0d625547f8,11,159.28059999714606,86
blogs,b8daf113cf9a3b6204e823218b188ffcbfa85bf1e8b8f9d229d75376f9be2ee5,4,140.1112000021385,80
blogs,95124b3051baf8659f3adaebbdb44983593a0997272bee4d373b5bc38414521f,0,124.1749000037089,87
blogs,282b497fbec0178811613bbdba5ff9eec0c1ee54a0094898833227e3195cc29c,0,111.60760000348091,82
blogs,509296d7af69829fce10c4fd63587460123a0b8af109b6cb341c049eaba5f153,1,137.113099990529,68
blogs,a7b1855e998e5636d2a0ea7547dbefcac979b5cd94d74c0ecf03157e070feca3,7,118.80529999325518,76
blogs,67a15e555ce8350272b10576f900f5bbf03ba45fcdc6732e5989f6021fd1c734,8,107.68990000360645,81
blogs,ffc6a00a75bcc4917e4e5405de5b513c8567c6ff1c829ba5510ed5166a084c1b,1,169.56090000167023,78
blogs,6bb422a226d7c6f7d2a40d30f944587021e16c54880bcf2b3e0743660ea40c56,34,128.33760000648908,78
blogs,057f13ec60395b2844f2b28f3d1291cf3e85e1064f584ee4e0e2a85179a21d5e,1,155.60630000254605,71
blogs,7313906fc7c18edc1cf436c1f991cd4fef7cf0778b3cd69a6e5b24f5aa353540,0,152.64009998645633,85
blogs,97e5167a0cd7d3e8ca22727841a734bdb5bd80e62a3d8258538561178346eb78,21,136.1525999964215,93
blogs,d79c04c6f0e22149c1c9006a42e3e9c7f9df76cb6e1390cfdcebabcbb51bb8a9,2,110.74780000490136,75
blogs,4dd737184fc361b8cf976ef430f2dd21985f4e868137c42a996e8e3e695ccd95,2,134.22319998790044,90
blogs,ac9a8a0d3cfe9c7bb2f3b752bf5c26ab3c69ed2f372c9839e4d8b1fbf6ed0331,1,113.03059999772813,84
blogs,9dbee1eacb6a2dc2637f5fc3d44059ea4bcf626edc2c4f21d738ac16c883e40a,0,120.39529999310616,79
blogs,62a099be03468391755a96421abbe0f9e5b0162d527f2962dcdadf8c95573dcd,3,132.32580000476446,86
blogs,091877a1635d9a665633883b50bd5dc36bc5ca9e5585d0983bb1a29b4a8c3d1e,1,121.65689999528695,79
blogs,9c8d9ad6fa9079fd13f306d57eee0dc27528927bc26c393dd88fe8a4394bd34b,5,146.5291999920737,87
blogs,a891f0e31026aea17b7e618ecb1770f88745de47af609e61c3c463d370c1008d,42,135.5776000127662,83
blogs,5d92b68393bbdb849fc1ebfad9c6b34cd6538758370ddc7ad3629fced60a5d7f,1,115.75109999103006,75
blogs,74dfb95052a454d55132e41c8b4dcaef8477b01e8c7ab901d723b5f0e161b6e2,1,110.13610000372864,86
blogs,8cd3930f92a0a8ebcb133d931ebe48117c56b2235e341a4583296c55f8c9e250,3,131.11339999886695,73
blogs,30490f8f285188f117b5dc1339c3693c23a69819f1a0ee69322f604d9ec499eb,1,123.7018999963766,79
blogs,24d039524a223ce53179db33269afa83fdae9e4d5d1e4ab8858082ff731c2a15,0,126.27889998839237,72
blogs,f4d9e25f742070aec6a949d7197d30714a6a67b120226b3d1eaf85136351db0c,1,150.01959999790415,86
blogs,6a4e3a33617c4fe6ab7ef6486f850708e32ea6014ca3d9c67dc608012463a971,15,137.62730000598822,70
blogs,301733dbfab361290501489be559d8c81ed730e6b752acea9cfe4fcaf92b9900,2,117.22970000118949,75
blogs,e9d59ebbbf86bfaf89c2a88befb5ab14401779a524e927d619a1ab87e0d8bba2,38,125.91109999630135,77
blogs,5dbfe67d0d54de168c6c7693cf911b389b643c7605560d75c61dcc324cb7c9f9,0,132.76219999534078,90
blogs,2bc6ee6e94906badea024b70b2aac8873e18f8f12396aa3e20a49321e0c12021,5,121.22700001054909,88
blogs,ff60fd0c2b5a8c0d0e293887350048ce6489caf891ebef6202418289bce6e77b,0,123.51539998780936,78
blogs,944a591a2802feee58d0ee711428ff20c4f16e702aa72d72ea4fc1c77057c67e,6,123.0407999973977,80
blogs,beef00b6a3aa10e4e2713d2e117c6719e5cb12f4b8b0a792a21f714430ed2461,13,148.81070000410546,88
blogs,19e0072349b355cd43d26b51eadf2572e236292a915cd0aa89f9925e0f5698ab,18,145.43180000327993,74
blogs,8ef449862b952c2f06d7826273498842fcab93118caae140feddbdbe83c8041c,0,134.4593999965582,90
blogs,320adf1e1f032ade513e367aced54481158d7c681490476bb74e6b441fbb3bab,4,115.9514000028139,72
blogs,c6d4ce500ccf0dc7143630ddf7223fb8b6b76bfa002279192c3545fdb861acb6,13,110.00939999939874,77
blogs,15f360109886ff0f2398f4d545d27e15c381c7503de8c07a802bdc9a087b07fc,1,115.5051999958232,84
blogs,e3791dab62432b0c9d68c62beb88e6e1ccd7edd5db8d9e4ac1abd8c0702be29e,2,121.22069999168161,69
blogs,43d332dee0b904d3c1628d681c718914a3a73d93364206589288c37e89b50d76,12,116.63340000086464,79
blogs,5dd00d3232116b0907ceba5c43642c30d11be8c789c72e3f8564adffbc66023a,14,124.07420000818092,73
blogs,c433dc10bed170d2610880bff6d5d7da9a684d3c8988c279672f97489717f38a,3,143.60290000331588,79
blogs,451722abcc2bdcd0e5cb1f504d40f921e803606a0a2a01ae74a833a2677bfe21,0,130.62290000380017,88
blogs,438dfe05145e2bfe0049ede47edccf11088ea8d06067ee48d0cc70c4cf10712e,0,122.64480000885669,84
blogs,06a5c73a7734d956a1b27794f679da9667df483aca4d715063af2d78edb2095e,5,141.22479999787174,85
blogs,da2ec48c8e7089305013b793d4e852d26eaddb6f08b1c9e52eea32c50b80818d,2,116.30429999786429,82
blogs,a7e42b1871c48384f4c2dfb5293403f48ec9efc1cf0ca6c9b5d283a0ec871daa,14,176.73010000726208,78
blogs,4b8c6b4cbab8492c1c03e6e11f89dc2fe2b4a48390af288c1a01e91b3a09706c,0,113.63240001082886,79
blogs,81ab4d2a755bb70f92120ee3d8eb11095d8d9b27eb22b5c5faed15f0963db1c6,0,125.39980000292417,90
blogs,a4330c45c8991563700271f6f8b8e220f41119f7eb838e5413b94b5a4a73e962,0,123.27369999547955,87
blogs,76cedcf8ab9c21f8b1389d7ece4b23b7e7a2d05965cd0ae3862b9f74e3a62504,0,127.91009999637026,86
blogs,179ec92938bfecceef666117b544d94386d97b6edd1f0a343cf1957f3a395bd8,3,126.48629999603145,81
blogs,ae8ab4794661237a7a3384e23b25a1ed1045fa9c7ffb13456fbd63d1c3112065,1,121.62520000129007,70
blogs,fd4b176499e87ac7ba1fd7ab79f3d65a409c50e2542a933c90a8d17c6acdfdf4,1,135.71170000068378,73
blogs,05cd15e66d0926b7d521b824a542ddd09ad264d663e67ccbc53cd72f8a85a3c7,0,140.896500000963,86
blogs,cbdaf8d123838f408601324e84b4ca29b11ca226f400da1b2e7db52da552012a,10,136.12869998905808,83
blogs,0ea53809eccb3a953b4e8be7cf5159b0b7a3653187b3d59177b599770d546c1c,1,138.95889998821076,78
blogs,285c8d26edf037e359c00d0152bf525bced924549c300a89327df90b43ab0112,26,134.6313999965787,68
blogs,dc0990e106cfefb238974b070a67cb06aa19ab22ca4c1d7b2568b2ac48840f55,0,162.34749999421183,82
blogs,2310f9018f334d5cea26c51572604ee994ba0f75067ad4e55f60b051720eb666,1,126.49389999569394,87
blogs,ed1730a70dd632b9c1f59f50100c1039da72f55f8cb9f7da3fdf1d49c9e04fb0,1,142.42589999048505,79
blogs,b91c60eefa07efc8d8c766b76dd128ca4a516d7c24cf713f1b5f3064169935e2,24,121.17589999979828,79
blogs,0c6dd475cb7252e558272ed5476de7ec6792bdc4fde6bbede235965bfe6f5080,6,148.8297999894712,77
blogs,b04ed46d0f25dfef118ccab2a0ea2635e5d2c55ad0a77ed20858623e46b686ed,0,123.04950000543613,69
blogs,d4b71e71cae5e44e4118081553ec5530ee80dce7a886c85749d9e45377fe699c,27,194.2812000052072,88
blogs,819892f3f9c07c0b6ecc3bbfde5dc87757f4a7c446f8bf6430a38284ec3786f2,29,137.27680000010878,86
blogs,b5b776f2980c8378cb1f2834e76e814863e4b7411f5de5b9493cbf1430db1fda,26,114.83020000741817,79
blogs,181e694b77fc212dac9d06987bbeeffa7e9aaf649b8a06eb3cd97de3ecf0d4a2,27,116.6537000099197,71
blogs,816866080550f09f99095e912c60005960caff3b6aeaeca9f6f643f77caf856e,2,116.02869999478571,81
blogs,b40e9b17841eed5a6bf44e893dd5557121bd34ddea8bbfc9b36047d0f351938e,7,120.17499998910353,79
blogs,2bde01ba2ca285280be21974bb2e818ec57704b1a06bd18594851fa19afa68f3,1,210.33270000771154,90
blogs,0df4a64477ae5b424ff425316f9868d2cd3af3672519dbcb50a7eaec81655be2,22,128.3852000051411,87
blogs,75b9bc23fa68a45c5cbb5357bdd745a44b141fe9cd1baca335426cb31bd26ac2,9,198.55110000935383,73
blogs,41c11852c3d7f62f07a039d1a1353a98b852abb90e4cec23d5d062f5956925c3,1,130.03040000330657,78
blogs,fe647385e8934d869c08d261ba262604a358a7082418ec109d6a3917992de0ce,0,142.59709999896586,93
blogs,cabc98d4eebefe718f9bb866ac66dd8d3314f88b39d4c5a53ab8c13e188e5d42,15,128.76649999816436,84
blogs,9134bc3a8054df8751179dad332786de55d8d30cc5836cc9f7cf5e2da9efa5df,4,119.75440000242088,82
blogs,8a3a45ac9c16931b8304e58742820a06356dab7e3180d238153ad969014baf7b,40,118.43679999583401,71
blogs,6ae9a8233ae0006692e733fab7dbe811f257308042e32824cb1f91a858c9b7ad,30,107.67810000106692,77
blogs,c8239036c7ba0f97df365063fb3ff245075aedc7576879a800cb5ef00a5dcf57,1,120.79990000347607,78
blogs,7d03b2aca820442d1dd4ed0758332bbf7c0221d6fc21adbdce3f3770b285ae6a,0,129.90730001183692,87
blogs,834f59365e75020a10a53d47e8e8ad53d12910d3ee6d4b5ff3c7c32bcdfbf393,5,131.1072999960743,76
blogs,c80f10ca557aefbfa87690f531b64b36706a0a3def3a7f273afe4fbde70f3e71,1,117.85319999034982,72
blogs,85b823a7393ea003b8c1fd3cf03bcae450129384d78f6ebf341f48f63e33b66e,0,123.3014000026742,75
blogs,8c62b466ff3e7bad679361a0c4a94c8e8d1c980db7d24f1a942c3cea49c9d9cd,11,122.31239999528043,82
blogs,2225ec3cbc148f64c837bd4f0dfa7ca8d15d475f90d759ac9d6746e670f48b58,44,168.76260000572074,75
blogs,78ce70ab8fcd0433ee30382fe3d07bfa99bcc9551dbaadaf1bce0ff3b72043d2,7,138.3408999972744,74
blogs,87877f6b81280379d0fc181f082d80c0a7fc942a8038c03eb870ce02c115e670,0,119.47180000424851,91
blogs,d58f95aac1deaa47a480250ca69c64722f6033cf98241eb12c54075b4e8c0cbf,0,127.53699999302626,73
blogs,02822979e79f67ce6acf619f7ac6f6811666876fb03211931a0d22f5e2f357c9,1,127.5232999905711,72
blogs,62398e7fe9510a2356e4ac9a0605e35d2f75d6537c9e5f6a0ef16a11df64f3c2,2,119.16650000785012,86
blogs,125a21d647198b9a9b4e532e1c21173099b5b77a2505eca5d495dd18b38ee645,20,126.37739999627229,82
blogs,4d0020fcf352e469a312236972f4d1d7fcc55128719c4b47a8c3279484cc2335,20,161.54649999225512,87
blogs,ff506e4767af50216ac5a9b0569f13991d6dfa9ea57ac2e3a34de3687712c5ae,30,130.54729999566916,72
blogs,94231909c40f07766cf97675658be0eb54956ef50a074d39a685824e15438b3d,1,138.8701999967452,71
blogs,49a0ee2e414502b63d9df3d56c069e4f3895b41506ade52623cda2dacae3f022,48,120.2530000009574,72
blogs,48c2d41352191f36f12cce7ff0364f45f7fe2c0830b9313412e361daa76b25cf,1,124.79709999752231,74
blogs,c5dc16b9b66ed2581bfd3b55c3b434c368c281fe8da26099c3f65a756d49d2d3,5,119.32159999560099,85
blogs,25bf1823372cac021e74991c577919cb77df32328e8310f6891118e46f7b0afe,29,138.84800000232644,79
blogs,99297c1b0394f506185f5c7caf08666e663565bdd3b300b86e65fd4fff2bd1f7,22,128.34470000234433,89
blogs,78b55d6b0f18438c47e60fce7e1b4234a0a7375c0f83b3afab4cb125ace2f96b,0,159.32710000197403,74
blogs,4e56cdabed510a78bff69e4e7dd0386e670d803935709b84e3166dd1c4e2b39a,52,164.51030000462197,96
blogs,81a2e1df0e2008e3c66562bcfbae4a8fce030a337c9503eaf7744a0ec5a3aeca,2,122.61679999937769,86
blogs,21fc094822685d1b42829562e9b20fc04500bc9ffe43ac0caaf104448e242180,0,114.18410000624135,70
blogs,99dba9a6a0e3d175783facc4da880a998e55a6ba3191f9e797e333df760e04c1,1,139.74709999456536,77
blogs,9c80a57bf0374f50d9139dde80c889481b2fdf9f5e1f66e2f0dede2504e7fc11,0,142.62879999296274,85
blogs,d6732e82c7c7c93932196cca218a17cc01d85c909e5c3a596ce816c8c176499b,0,134.11220000125468,85
blogs,c329ccf68f3d1473f59497cd2ddeb670fa914c495cf411ba9cafb25a93a3d917,1,136.41849999839906,84
blogs,3b84ebce6ba992d9e3dadeed4c7f7c006a25dbb0cc7d08f2d44fd0d71b97a2df,1,126.66510000417475,77
blogs,c42b839afbb205b2384d1dd940a6e59e0a1f362d1c8ace78dddde19b54cf800d,31,152.04659999290016,89
news,39689551a658251ab71594ed7115c7a6509428446424c987ef0334f4e1259cf2,3,133.71689998893999,91
news,6c2ecc04f145627cf6e3af34bbf5fceab3446b954aeb6d2cd83bc149efeee194,2,129.33839998731855,76
news,f294c79166f854531a597096235f35d4b90621bd2f1e6c1a36bfe2a7caa6c144,1,138.6536000063643,83
news,1a66f0288092379e7c51f0169eb3e0aee0a661d07e1c3cae13f925c8e58ac0e4,1,122.15150000702124,73
news,ca147c951ee4d9853546c34222eed78802527f4887856cd2889ec07a345d7ce5,1,116.89669999759644,93
news,839e8f0cc656dd3309e4dd0144311fd085253962f1976a46ed9512608f19c2af,0,137.77999999001622,83
news,37ad009ab98fd6a08ca9c0f908964a8e4d48070a2b1a95f160564e77129f44fa,1,138.2722999987891,80
news,f78e73021a8caef1bc4e6c5f91f0e1da70aaf340c6b7934383b441f2acb63b44,1,119.72349999996368,71
news,0e66323d8a74c4a0cbc1cc636b10af05c0e4b1d5f0c292d173d9ba8dd631f354,12,158.59039999486413,92
news,d823d0c6826a6086c07837b8b036ff2d50385575f290b3819667e1a10f821493,0,125.02920000406448,87
news,4fae3c1054dbe16a575cadd9751ac2f041699c12fcc82d694f84aecd55924d2d,1,131.16079999599606,86
news,861cf299c1c71a57e4d6df354d502abb6a141bd5b898a80075a0061ed593626a,0,123.78799999714829,83
news,2a1cfd24662a05e21a6c424c5596896e1e849e72e0350d176c4594c175ed6b3c,0,130.11399999959394,85
news,02abbfee4ecb9712806b34f90968f8ca0bf1879fd88f601a90ae7adcb0e6712e,20,113.62080000981223,86
news,4c44ce85b112b78e0dd597b040cfaeaba8389a76a5cbcd5d9cea8a2d9a76780b,29,133.86839999293443,91
news,c8a428b6be6f1549d9a18da4fdb08bbd464801a9817516283c0d7f1630bbffe2,5,122.09720000100788,85
news,646077b12ef792901090b66ed5252595010e1c765fed1db784bf60d80b2a88b7,2,137.2420000116108,88
news,54584530ecb30860adbb367cc94c8b191e75dde863942b9140fe71b653393e20,0,129.59039999987,85
news,144ca05566dd24f560b15b10ca2c972157001d5edbca186ef1fe1282f095aa57,1,128.59140000364278,78
news,e4928570ac166b05d2c0d2c972359b12530aa8a4a4c4a740ee7e0b47b9830f2a,3,151.76419999625068,85
news,5f95e525324509c46723ab472dcf0774885b260f53ca88dcde746c4e4dbf6e13,1,132.84559999010526,72
news,28eb0c6c3f4ca7829380954075933745835cafad3213297117ae208557e3a2b4,2,134.26520000211895,84
news,116018768100217f6dd4602cbfe1bbc9f984a0995184125aaf534cc4e3c02ce6,0,129.87809999322053,87
news,74afef640a8ed3d4f81b202dd5c709962ff35e59d64611c6a3664e958bd2657b,1,131.8304000014905,81
news,fa5593f7c18481c876ea98d640194154c73a228e380bb0866da5c84f08192406,6,119.74819999886677,76
news,c45b0eff06db86efa4bafb956f1067864fd56b76b36070c495224c147bf4eafa,18,116.31680000573397,78
news,1ddbfc8f4c1accec06540a7fb736a07af895a1c94a91a5e9859d26c91c9d6966,5,138.09649999893736,72
news,6c3cad1556b7e83c07251cfa4de64c231d1ac17e5947bb5097ac3defb6a0647f,26,133.94749999861233,75
news,c34774d56b228e4fc9c4f199ade1c835628d0738134b7bee7d00c169e6c716b3,0,155.8233000105247,91
news,b7fc5d7c188768e544f34bfb6c778758335fe0c557d5aea0e9afa66e614d7441,6,152.488199993968,82
news,5da581c2742ad2fcd1e8419d98b57e7f05b774ca3117e5e31379e4122555fc90,0,148.07649998692796,81
news,3716bd14c457d7c87865150d23fcfae71b98fe678b64bdfca1e916c6ba3d2967,0,138.22490000166,88
news,6bb9d51f8283f9bc67d71f02e3550bfe3b4898a1926a6c28621b624fbdbc5e72,0,130.045700003393,88
news,b37171009697f46f3e536bd1cd7b4f693bb79682e5bd19a4efee4a1ad47cf74a,4,131.46479999704752,84
news,bdee0a11fda5eed2e0e46ef128d02422b536a091fa35255f6cf793b324f760f2,1,161.63719999894965,73
news,3dbcba6a0e5c5ff8c8b61723f7a238e47f19bdf87f30208a7e00e311a9ccef29,2,131.60409999545664,74
news,8c0fdc0b410bdac1604ab0393009f32bdcce20c061339f6695a3ae83322ccaea,3,122.19159999222029,84
news,5671840d29f8ed528fa0b588f190b94036a96e5c8f3df2b2d143182821db9a5c,2,167.1012000006158,81
